pathway	external_id	source	entrez_gene_ids
Chemokine signaling pathway	WP2292	Wikipathways	20848,14679,14678,14677,12928,15162,18762,20847,227288,56637,12774,12775,12776,12777,12770,12771,12772,12773,18795,18796,18797,14772,12927,12675,16963,18798,12929,541307,110157,56744,22376,24047,271849,210044,109905,19303,12145,19354,57349,18479,18176,21844,56221,216869,26413,19878,56838,26417,109880,20299,20296,20297,20295,20292,20293,20290,12988,14695,14697,14696,14693,432530,14191,14699,26395,17096,20851,55985,19353,433749,215449,57266,16653,14825,14773,666513,100043507,11515,11514,12458,14688,11512,18747,26385,224129,73178,16150,16151,19395,18749,15945,19697,80901,66066,23797,24001,17969,93742,18751,18753,20846,110355,14784,14707,14706,64337,14704,20418,14702,14701,14700,15461,20416,100043318,14709,14708,18035,19108,277360,24013,17329,140580,13051,19229,23832,109689,18707,18706,320207,12767,18709,18708,100039053,20301,14710,11513,74769,18036,12765,18033,12540,16453,16452,100503710,20312,20311,20310,20315,30955,216148,19877,56066,606496,22324,22325,18829,18710,56484,100042311,100039863,14083,20663,20662,12769,12768,20308,20309,20304,20305,20306,20307,20300,12766,20302,20303,65956,66102,57257,11848,11652,16428,11651,94176,104111,104110
XPodNet - protein-protein interactions in the podocyte expanded by STRING	WP2309	Wikipathways	15163,58220,54609,73542,17528,231470,19713,333088,54607,11981,631286,12628,19013,54698,13082,72145,20963,13162,73086,18810,19401,11600,16779,241324,18779,327826,84585,16772,16773,16776,16777,14219,12325,16579,26934,16572,19664,104445,27401,114774,13016,27278,12386,16007,68089,21848,216190,243833,21844,21846,75687,17220,67703,13544,74244,13542,13543,18073,19876,18074,12988,14694,66313,17984,12015,12017,66734,11863,20218,74126,17258,67673,26396,71766,67771,13367,101543,15481,11864,70549,20740,14811,20742,105782,13860,16404,16402,16403,16400,17131,17130,210789,18109,75613,16796,16818,319594,330914,21926,387609,11610,12122,12125,12124,76281,170643,22627,22629,66725,14132,75477,67923,232906,12569,21687,12444,12445,211652,12561,12560,19052,12562,93742,18504,12567,53321,54420,239036,19339,16533,74053,16531,74055,22431,70435,26992,14786,74192,14784,14783,19248,13644,13643,20419,13641,73181,20416,22288,20410,20411,80976,67903,12050,12452,15429,18510,80987,11865,14812,11867,14810,13052,170484,18519,71233,19247,69908,18707,18706,18704,18709,18708,19249,56717,56715,54377,14360,16197,13505,14248,22059,16392,12695,104027,20315,216148,21894,12753,23938,56378,19055,14397,29817,237459,108058,19277,18741,94187,21872,66914,17463,53885,76089,18021,16443,13199,76055,110310,16691,21808,14406,14401,59035,21803,22346,83767,238871,76408,21809,11651,17184,57259,66340,17762,77579,216963,22371,22370,13838,22376,107568,268859,12830,20779,12370,16847,16842,12402,17913,234779,50791,270152,192662,50798,17274,225870,17125,18481,14102,14107,20901,241201,380794,16871,26400,24052,18213,14066,26408,12738,194352,107951,15213,18803,20683,24117,12305,12450,12306,54519,12308,55927,211484,23962,22793,22408,20350,16542,14200,14201,26921,246179,233071,13617,226041,83382,68318,55982,14924,22084,54631,22088,58998,226182,69564,18189,16998,21833,18186,21834,16480,12995,228357,13430,56299,67393,15170,17974,22695,12005,17973,14726,18747,26380,56349,16367,16398,140723,18749,83766,20737,217707,17128,109700,59287,17126,17127,243911,17532,50754,225341,13449,13448,241066,14534,15530,170770,64930,240725,72674,547328,17886,23882,22630,54485,23885,78808,11975,16490,20649,20648,13805,13800,17756,12578,12477,12476,107221,19108,12478,12576,12577,12575,50913,26411,22339,22337,12340,12343,12345,210710,22330,19087,13429,17865,23880,68292,74769,11489,26395,20391,11482,11481,21423,58194,53624,213556,14804,229658,218397,56632,66889,16202,13992,29875,18717,18710,14489,71745,12043,16593,16594,269589,108030,12048,22068,11799,11793,16924,27359,432530,27218,12568,12483,16475,15902,12487,171531,68151,12488,17475,15519,59006,108100,18016,15516,58800,231329,12927,244431,19264,17754,11461,192897,18763,13840,21345,56320,13844,13848,224105,20166,66593,12828,12829,64176,330222,268903,268902,12822,60595,15194,60597,12389,12388,210757,12385,12387,12571,57750,12143,16569,50766,13497,226519,15251,18479,14115,103967,18844,12740,26413,252870,19219,26417,26419,64209,72401,53627,20505,12503,71365,12501,26558,12507,13869,20692,68404,56424,19225,83814,13386,112406,58804,110157,66795,13388,19353,14234,56194,54419,16658,56213,112407,18613,19211,16559,67087,20430,14609,235041,22142,93960,11519,18792,56699,20181,11517,56362,228775,14281,18570,18571,13138,16331,16332,20346,57278,16337,18187,17207,18193,231532,15945,668303,16728,12978,93840,208154,28019,11891,18750,83672,83671,18753,18754,69993,18759,235442,215280,20892,20893,118449,18643,15469,16061,12558,18125,18124,15461,17295,18129,18128,16348,16423,72293,74352,104010,56513,20399,64929,216724,72333,320207,53378,22350,22352,68058,11487,17060,12540,13642,241308,51792,20650,16452,13819,66713,30955,30957,56443,50914,54401,22323,22325,13039,19268,58235,54611,17977,14082,14083,192119,72433,14163,12606,21412,21416,21415,21414,18538,70737,11848,22196,11845,22218,71602,20979,19262,19261,18645,208117,94217,22770,12929,12928,16765,18762,18764,56637,26360,17926,13717,11789,16563,54353,14800,319924,18793,15111,12447,65962,22628,27205,18451,320799,18160,21912,59011,13836,18008,54126,18007,18000,15110,18003,14623,269523,14463,12531,13557,13555,19894,226352,328572,11472,17248,17246,75788,11772,243328,20613,13857,21357,57342,104709,216869,16416,16411,16410,109880,16412,12428,20750,16419,268977,106298,15182,12443,16782,71775,228536,11607,17096,12159,11603,11608,317757,83408,20533,239405,14042,218772,21367,64652,13043,22223,20538,24136,24131,83964,56334,26420,19164,19165,93759,15239,12453,16591,22187,19045,11350,107971,12323,12322,20586,22317,73178,209039,14389,14388,15896,18771,15898,19341,19342,18212,12631,12739,20401,20400,20405,20404,23959,18596,12737,23797,18693,19298,78593,16000,16001,19766,241226,18260,18508,16008,16009,11819,13047,54380,72058,18049,11554,14254,22041,74440,74117,54004,12977,12028,55948,13510,242274,12741,23928,76709,67526,238130,216033,19229,384783,109689,56013,66513,20715,14268,16822,16825,19127,18131,18132,16456,72281,227743,110829,66102,74203,226548,21814,21813,21812,17199,56177,21390,57330,84092,231830,22612,12550,66993,15275,20663,20662,19303,66999,12367,12361,16852,227937,19122,16917,30924,15376,12167,12166,12161,12162,224796,12168,57875
Fatty acid oxidation	WP2318	Wikipathways	17,777,937,471,136,400,000,000,000,000,000,000,000,000,000,000,000,000,000
Peptide GPCRs	WP234	Wikipathways	12000,16867,12426,26361,17203,17202,18217,17200,21336,12458,12774,12775,12776,12777,12770,12771,12772,12773,14309,80901,21338,13618,18430,13617,14293,20606,17201,20609,11607,14294,17199,18387,18386,12273,11609,11608,18167,18166,14829,20605,18389,20607,208188,18216,20608,54140,18169,18168,22045,18101,14428,12061,12062,14427,12769,12768,19065,21337,12767,12766,12765,14429,14715,12209,12145,22095,18390,13051,12267,12425
Osteoblast	WP238	Wikipathways	21,810,321,943,646,500,000,000,000,000,000,000,000,000
Alanine and aspartate metabolism	WP240	Wikipathways	147,191,441,714,415,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
TNF-alpha NF-kB Signaling Pathway	WP246	Wikipathways	16648,77045,23997,18762,20846,56637,17220,245841,22033,20779,23938,21941,15516,12370,12366,56407,12675,17846,21402,26572,22629,13001,13000,14229,544963,27207,219158,70247,320795,19946,74256,26405,72416,26406,13728,446099,15507,15519,12389,192176,19708,68094,192170,12539,76589,22032,56532,14113,21353,22026,433759,12905,66413,26410,16709,333654,14694,15185,15182,67384,19179,19173,57751,66724,64424,109658,12914,22029,18616,20340,18201,80859,12995,71966,100039786,16650,26401,68652,66997,18747,21926,20586,20587,16150,16151,20588,56456,21929,22030,22031,22627,14388,22034,22036,76784,19182,22628,19181,16647,19696,19697,12633,72508,19698,53376,231130,21934,13205,23980,211651,12234,19052,18854,211550,103583,67891,57376,19766,21937,21938,12335,226525,223453,53859,22631,16535,229615,73086,22123,236733,18035,18036,69721,328949,22682,19247,26961,20016,26965,66513,57783,71833,12051,18034,18037,23881,100043714,18033,20017,20018,20019,68052,26885,108086,14886,18637,70333,54401,19988,17218,11647,56489,27215,18567,56480,17463,100043702,14082,14083,14084,192656,230233,56399,12367,216150,11797,11796,12369,18789,71609,11652,22196,11651,22218
MAPK Cascade	WP251	Wikipathways	164,762,641,418,176,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Androgen Receptor Signaling Pathway	WP252	Wikipathways	16476,20848,30051,66671,59004,20779,434174,12370,19645,81000,18813,97165,232286,20602,21674,268903,12534,107951,12389,12531,192176,20683,19384,12539,19303,22059,56736,17246,11909,12387,18987,18986,433759,229615,12859,26413,100043349,14200,108767,170758,12017,56424,12393,26395,12317,328572,68098,110157,223870,22026,56218,12447,19211,12914,214230,26423,14600,17979,104156,98053,17977,13982,13983,11614,81601,22629,19183,18193,19697,17128,23957,17127,68705,12443,16000,67655,22634,56705,15469,12189,19822,13649,17978,15259,12572,72993,225115,14815,217127,11739,17344,14797,22294,16195,20466,14884,56469,21815,83995,16193,11835,27057,12367,12362,12369,22215,21804,22196,193740,11651,12394
TGF-beta Receptor Signaling Pathway	WP258	Wikipathways	16477,16476,211586,69150,54601,16478,69957,59008,16842,230597,21402,11910,19645,227720,13163,52206,14106,108058,11835,12534,12705,56371,26409,13559,12389,12530,56438,12387,103573,19650,328572,71770,386655,75788,11909,20683,13018,433759,54709,17222,216869,68015,26416,71978,13542,26419,218210,19877,17869,12505,20692,15228,12393,17258,26397,19651,26399,15529,15481,12914,104394,24136,15405,17131,17130,12443,26754,15239,22062,12006,17977,12005,13982,59079,14282,12322,14281,56458,12325,13132,14225,20482,20481,17128,20869,72183,12566,17126,17127,67804,12447,12442,16211,12234,93742,12567,76630,18751,18753,17344,56440,71728,18045,18046,76793,21781,13805,12571,66313,12575,56550,75901,22337,217232,18519,19087,19085,26965,66513,18709,18708,22601,67903,18044,11482,22059,12323,20901,56469,21815,21814,21813,21812,66354,56317,23871,56484,216080,14272,52563,99152,15378,21417,68999,17260,21803,66105,21808,21809,22218
Ovarian Infertility Genes	WP273	Wikipathways	1,866,711,920,136,530,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Notch Signaling Pathway	WP29	Wikipathways	19208,19719,208117,103806,433759,15208,13544,13542,13543,80904,16450,59287,18131,18132,15205,15182,21926,14534,209200,16848,226548,18222,19668,66354,19664,13388,13389,74198,20602,66935,54485,14357,18223,12914,433586,16449,11491,18129,18128,19164,19165,207521,13016,13017,17305,18519
IL-7 Signaling Pathway	WP297	Wikipathways	20848,17210,18708,20846,56637,20844,12428,26417,17829,16451,14360,16453,16197,12444,19645,12015,12567,12566,26395,26396,20850,20851,17096,110157,67300,14784,56484,208650,16362,16367,16186,15461,20662,20416,56324,12028,26413,12143,12402,56458,11651,12125,19229,384783
Histone modifications	WP300	Wikipathways	1,074,354,337,591,510,000,000,000,000
mRNA processing	WP310	Wikipathways	107686,319322,56403,19017,68035,68744,22183,22184,22185,13164,217207,18670,67579,14359,59092,59093,75420,24018,20044,23961,23960,57837,192170,19652,19653,19656,19657,19654,19655,27275,57294,71713,217351,72160,21841,66384,21843,171190,56194,140488,208606,140486,245945,67671,56335,71766,320158,101943,66810,20747,67958,67959,20624,229279,52521,98285,11739,20821,20823,20822,76522,20826,53607,14030,18459,53356,70248,53609,27993,67920,76846,109095,22380,66125,13206,380773,13204,230603,21681,68172,13209,106583,234733,14962,241490,70439,67010,13207,68280,20005,108657,100336,76938,67039,24014,76936,76626,110957,66892,68479,19935,19934,56878,67197,70930,66599,16589,12696,105123,68598,230908,101508,12750,68219,56275,69207,19989,29813,74366,66660,76572,56009,18148,15568,15569,75710,66184,66185,56758,78784,17184,17185,17186,53319,12877,66164,234373,104721,54451,57320,70616,268859,27041,67842,69639,52513,81898,103653,244631,67996,27225,213236,53817,70052,14105,73826,13722,53791,13682,13680,13684,107951,237073,230861,19383,231769,67207,23962,67543,19205,94230,14208,71973,384281,246277,23879,93686,74484,19663,104433,68092,19847,319695,19845,19844,67248,19842,215615,67710,19848,17876,272009,67444,18542,20222,67390,17975,67667,20638,20639,67434,20630,20637,23983,207181,67897,66230,53610,57317,66055,246730,100862468,170791,70233,228410,72459,67936,75062,72692,232089,20646,20641,20643,103232,19106,381626,50911,102857,26961,20115,107701,58203,20462,24061,20088,18938,67025,24067,20492,68195,18521,321006,19921,54188,56316,230257,72054,208718,68581,18789,71684,67053,56031,94191,66679,53890,19951,110809,108013,216578,76167,236732,66405,12828,76183,30947,98985,72397,170722,75388,66983,70044,66475,102462,72567,14113,66704,13690,207920,66492,68011,109075,53621,69878,239188,69408,21744,20595,70767,56190,19357,56195,56215,80913,80912,26919,192159,56516,104307,20020,22099,68879,209224,353258,20238,26987,11428,68278,83675,68379,67120,68272,106604,114896,67427,269061,15469,15468,19826,24128,74213,72290,77411,193116,69724,67332,217337,67337,72662,67889,69192,246727,22608,20090,53379,246728,20658,27979,51796,68052,64340,30959,19134,53975,66446,50926,209003,20384,20382,20383,54614,71514,11499,230721,192119,11991,11992,78304,56417,52874,20975,338351,54196,18458,14265,60365,27366,68981,67281,235402,19317,56258,52202,27207,56522,66645,59013,54127,19941,19862,52387,77604,51810,21357,67418,67949,93728,27998,74326,66094,16865,353373,102459,67465,20853,319586,269261,77134,20924,13205,170826,100121,20104,20102,22384,98871,21752,83410,225027,13211,16201,22034,108062,69597,98685,66585,98758,66419,83486,224344,13046,67229,243272,67225,74111,12021,12189,108014,233908,224902,12748,12747,218543,56200,15384,93871,15387,231413,15381,15382,15388,67456,17690,15572,15571,56381,18139,208922,72935,102414,108121,229663,11640,20813,20815,20817,14007,27058,76897,51786,72735,15547,27756,27632,50783
Eicosanoid Synthesis	WP318	Wikipathways	53,357,969,791,168,900,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Fatty Acid Omega Oxidation	WP33	Wikipathways	13,076,130,772,687,600,000,000,000,000,000,000
Fatty Acid Biosynthesis	WP336	Wikipathways	60,525,524,305,253,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
p38 MAPK Signaling Pathway	WP350	Wikipathways	220,303,383,722,084,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
IL-1 Signaling Pathway	WP37	Wikipathways	19,261,220,346,651,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
phenylalanine degradation III	PWY-5079	MouseCyc	11,532,234,724,100,400,000,000,000,000,000,000
Neurophilin interactions with VEGF and VEGFR	REACT_81866	Reactome	18,187,165,421,425,400,000
VEGF ligand-receptor interactions	REACT_108554	Reactome	22,339,142,541,865,400,000,000,000,000,000,000,000,000,000,000,000
NOSTRIN mediated eNOS trafficking	REACT_130154	Reactome	13,430,123,893,294,100,000,000,000
glutathione biosynthesis	GLUTATHIONESYN-PWY	MouseCyc	146,301,462,914,854
Passive Transport by Aquaporins	REACT_77441	Reactome	1,182,811,829,173,390,000,000,000,000,000,000,000,000,000,000,000,000,000
guanine and guanosine salvage II	PWY-6599	MouseCyc	15452
Sema4D mediated inhibition of cell attachment and migration	REACT_78647	Reactome	1,729,523,561,119,350,000,000,000,000,000,000,000,000,000
Regulation of APC/C activators between G1/S and early anaphase	REACT_96722	Reactome	221,905,900,821,402,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
CMP-<i>N</i>-glycoloylneuraminate biosynthesis	PWY-6144	MouseCyc	12763
Regulation of Water Balance by Renal Aquaporins	REACT_97951	Reactome	104110,14709,100048847,100048410,14700,18747,19085,100041703,11826,11513,14704,432530,14699,100043318,14708,100043507,19084,14683,11512,14707,19088,210044,14702,11829,19087,11515,14706,14695,11998,14693,64337,12000,14710,18749,14697,11828,14688,104111,11514,224129,14701,66066,11827,14696
formaldehyde oxidation I	RUMP-PWY	MouseCyc	14,380,661,711,001,900,000,000,000
Transport of Glycerol from Adipocytes to the Liver by Aquaporins	REACT_118348	Reactome	6,400,811,832
Aquaporin-mediated transport	REACT_96308	Reactome	104110,14709,100048847,100048410,14700,17339,19085,100041703,11826,11513,14704,432530,14699,100043318,64008,11830,14708,100043507,19084,14683,11512,14707,19088,18747,210044,66333,11833,14702,11829,19087,11515,14706,14695,11998,14693,64337,12000,14710,18749,14697,11828,14688,104111,11514,224129,14701,11832,66066,11827,14696,11831
